gene_id,gene,product,status,main,sub,path,ecpath,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,Length,organism,protein_id
TX50_RS04810,TX50_RS04810,ATP phosphoribosyltransferase regulatory subunit,no_significant,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K02502  hisZ; ATP phosphoribosyltransferase regulatory subunit,120.38322830765559,0.7033517473667779,0.20614779043506798,0.9864367061010493,0.3239188602438299,0.8352511361502928,treatment_long.term_vs_ref,1149,MED4,WP_011132533.1
TX50_RS04815,htpG,molecular chaperone HtpG,no_significant,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09132 Signal transduction // 09143 Cell growth and death // 09151 Immune system // 09152 Endocrine system // 09159 Environmental adaptation // 09161 Cancer: overview // 09162 Cancer: specific types // 09171 Infectious disease: bacterial // 09166 Cardiovascular disease // 09181 Protein families: metabolism // 09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes",04141 Protein processing in endoplasmic reticulum [PATH:ko04141] // 04151 PI3K-Akt signaling pathway [PATH:ko04151] // 04217 Necroptosis [PATH:ko04217] // 04621 NOD-like receptor signaling pathway [PATH:ko04621] // 04612 Antigen processing and presentation [PATH:ko04612] // 04659 Th17 cell differentiation [PATH:ko04659] // 04657 IL-17 signaling pathway [PATH:ko04657] // 04915 Estrogen signaling pathway [PATH:ko04915] // 04914 Progesterone-mediated oocyte maturation [PATH:ko04914] // 04626 Plant-pathogen interaction [PATH:ko04626] // 05200 Pathways in cancer [PATH:ko05200] // 05207 Chemical carcinogenesis - receptor activation [PATH:ko05207] // 05215 Prostate cancer [PATH:ko05215] // 05132 Salmonella infection [PATH:ko05132] // 05417 Lipid and atherosclerosis [PATH:ko05417] // 05418 Fluid shear stress and atherosclerosis [PATH:ko05418] // 01009 Protein phosphatases and associated proteins [BR:ko01009] // 03110 Chaperones and folding catalysts [BR:ko03110] // 04131 Membrane trafficking [BR:ko04131] // 03051 Proteasome [BR:ko03051] // 03029 Mitochondrial biogenesis [BR:ko03029] // 04147 Exosome [BR:ko04147],"K04079  HSP90A, htpG; molecular chaperone HtpG",3732.075513516148,-0.3472833505971914,0.14990404011210653,-0,1,1,treatment_long.term_vs_ref,1902,MED4,WP_011132534.1
TX50_RS04820,rpmB,50S ribosomal protein L28,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09122 Translation // 09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010] // 03011 Ribosome [BR:ko03011],"K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28",130.39804834122464,0.8946339203633634,0.2646422133191769,1.4911979287575239,0.13590953732155636,0.4263558074351362,treatment_long.term_vs_ref,234,MED4,WP_011132535.1
TX50_RS04825,TX50_RS04825,peroxiredoxin,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",365.3486884920747,0.6653680789973274,0.25099072465158206,0.6588613154007444,0.5099848291787767,1,treatment_long.term_vs_ref,531,MED4,WP_011132536.1
TX50_RS04830,TX50_RS04830,DUF2499 domain-containing protein,no_significant,,,,,27.206425518331883,1.6715772532059308,0.4590827730649919,2.5519956790887286,0.010710784708239834,0.05117988363164085,treatment_long.term_vs_ref,300,MED4,WP_011132537.1
TX50_RS04835,TX50_RS04835,DUF3593 domain-containing protein,no_significant,,,,,3.874888128500619,1.6130585254346035,1.243303393804484,0.8952428916233118,0.3706572609768178,0.9324268139091182,treatment_long.term_vs_ref,333,MED4,WP_011132538.1
TX50_RS04840,psaK,photosystem I reaction center subunit PsaK,down,09100 Metabolism // 09180 Brite Hierarchies,09102 Energy metabolism // 09181 Protein families: metabolism,00195 Photosynthesis [PATH:ko00195] // 00194 Photosynthesis proteins [BR:ko00194],K02698  psaK; photosystem I subunit X,3823.6251225912497,-1.457181856306202,0.225238848232224,-4.2496303982132595,2.141235305439532e-5,2.294711130800516e-4,treatment_long.term_vs_ref,261,MED4,WP_011132539.1
TX50_RS04845,dxs,1-deoxy-D-xylulose-5-phosphate synthase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins // 09109 Metabolism of terpenoids and polyketides,00730 Thiamine metabolism [PATH:ko00730] // 00900 Terpenoid backbone biosynthesis [PATH:ko00900],K01662  dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],1726.1926388011793,-0.464035530653593,0.16558751797835872,-0,1,1,treatment_long.term_vs_ref,1911,MED4,WP_011132540.1
TX50_RS04850,ilvA,"threonine ammonia-lyase, biosynthetic",no_significant,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260] // 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]","K01754  E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",461.1824897484297,0.3365010699509086,0.23021867735164073,0,1,1,treatment_long.term_vs_ref,1539,MED4,WP_011132541.1
TX50_RS04855,scpB,SMC-Scp complex subunit ScpB,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K06024  scpB; segregation and condensation protein B,151.53299100630153,0.18576409977668928,0.23009466342469936,0,1,1,treatment_long.term_vs_ref,480,MED4,WP_011132542.1
TX50_RS04860,TX50_RS04860,YggT family protein,no_significant,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K02221  yggT; YggT family protein,536.1616616788136,0.36719332678621924,0.2252238312269767,0,1,1,treatment_long.term_vs_ref,276,MED4,WP_011132543.1
TX50_RS04865,TX50_RS04865,nucleoside triphosphate pyrophosphohydrolase family protein,no_significant,,,,,124.97348797473353,-0.5534012947998167,0.21950700945644844,-0.2432783123056116,0.8077898040560477,1,treatment_long.term_vs_ref,327,MED4,WP_011132544.1
TX50_RS04870,pyk,pyruvate kinase,no_significant,09100 Metabolism // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,09101 Carbohydrate metabolism // 09152 Endocrine system // 09161 Cancer: overview // 09172 Infectious disease: viral // 09167 Endocrine and metabolic disease // 09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes,00010 Glycolysis / Gluconeogenesis [PATH:ko00010] // 00620 Pyruvate metabolism [PATH:ko00620] // 04922 Glucagon signaling pathway [PATH:ko04922] // 05203 Viral carcinogenesis [PATH:ko05203] // 05230 Central carbon metabolism in cancer [PATH:ko05230] // 05165 Human papillomavirus infection [PATH:ko05165] // 04930 Type II diabetes mellitus [PATH:ko04930] // 04131 Membrane trafficking [BR:ko04131] // 04147 Exosome [BR:ko04147],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",1686.6283349410805,0.32884086237885934,0.15183204732326291,0,1,1,treatment_long.term_vs_ref,1788,MED4,WP_011132545.1
TX50_RS04875,TX50_RS04875,ABC transporter permease,no_significant,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02004  ABC.CD.P; putative ABC transport system permease protein,446.24552900801166,0.40645906454376446,0.17904247767616888,0,1,1,treatment_long.term_vs_ref,1227,MED4,WP_011132546.1
TX50_RS04880,TX50_RS04880,biotin transporter BioY,no_significant,09130 Environmental Information Processing // 09180 Brite Hierarchies,09131 Membrane transport // 09183 Protein families: signaling and cellular processes,02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],K03523  bioY; biotin transport system substrate-specific component,30.592423420553985,0.290313400174425,0.3003625200085026,0,1,1,treatment_long.term_vs_ref,570,MED4,WP_011132547.1
TX50_RS04885,lspA,signal peptidase II,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09181 Protein families: metabolism",03060 Protein export [PATH:ko03060] // 01002 Peptidases and inhibitors [BR:ko01002],K03101  lspA; signal peptidase II [EC:3.4.23.36],4.439445952431764,-0.6521371306353875,0.7103409572276279,-0.21417479745101523,0.8304107487999646,1,treatment_long.term_vs_ref,459,MED4,WP_011132548.1
TX50_RS04890,TX50_RS04890,GTP-binding protein,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06883  K06883; uncharacterized protein,127.75291834781488,0.28369486650371006,0.2688850746570957,0,1,1,treatment_long.term_vs_ref,1500,MED4,WP_011132549.1
TX50_RS04895,TX50_RS04895,aminotransferase class V-fold PLP-dependent enzyme,no_significant,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K13745  ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",217.1853765189525,-0.41822750234498773,0.23211417842799328,-0,1,1,treatment_long.term_vs_ref,1380,MED4,WP_011132550.1
TX50_RS04900,TX50_RS04900,nucleoside deaminase,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K11991  tadA; tRNA(adenine34) deaminase [EC:3.5.4.33],57.294036610272315,1.0511783285790606,0.384497517877239,1.433502956331278,0.15171415466429186,0.46339051523492114,treatment_long.term_vs_ref,495,MED4,WP_011132551.1
TX50_RS04905,TX50_RS04905,alanine--glyoxylate aminotransferase family protein,no_significant,09100 Metabolism // 09140 Cellular Processes // 09180 Brite Hierarchies,09101 Carbohydrate metabolism // 09102 Energy metabolism // 09105 Amino acid metabolism // 09141 Transport and catabolism // 09181 Protein families: metabolism,"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] // 00680 Methane metabolism [PATH:ko00680] // 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250] // 00260 Glycine, serine and threonine metabolism [PATH:ko00260] // 04146 Peroxisome [PATH:ko04146] // 01007 Amino acid related enzymes [BR:ko01007]",K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51],908.6045884807986,-0.528439721091833,0.14503614953501245,-0.1960871216107921,0.8445419760547425,1,treatment_long.term_vs_ref,1182,MED4,WP_011132552.1
TX50_RS04910,glnA,type I glutamate--ammonia ligase,no_significant,09100 Metabolism // 09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09180 Brite Hierarchies,09101 Carbohydrate metabolism // 09102 Energy metabolism // 09105 Amino acid metabolism // 09132 Signal transduction // 09143 Cell growth and death // 09156 Nervous system // 09183 Protein families: signaling and cellular processes,"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] // 00910 Nitrogen metabolism [PATH:ko00910] // 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250] // 00220 Arginine biosynthesis [PATH:ko00220] // 02020 Two-component system [PATH:ko02020] // 04217 Necroptosis [PATH:ko04217] // 04724 Glutamatergic synapse [PATH:ko04724] // 04727 GABAergic synapse [PATH:ko04727] // 04147 Exosome [BR:ko04147]","K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",14934.202266225455,0.8906103221988941,0.30273560474035754,1.2902688553396378,0.19695732650417955,0.5723493469259388,treatment_long.term_vs_ref,1419,MED4,WP_011132553.1
TX50_RS04915,TX50_RS04915,class I SAM-dependent methyltransferase,no_significant,,,,,441.41106442181535,0.16580993922053283,0.2508668710954661,0,1,1,treatment_long.term_vs_ref,1053,MED4,WP_011132554.1
TX50_RS04920,TX50_RS04920,DUF6439 family protein,no_significant,,,,,124.69232462224295,0.7134050654337397,0.261409673983293,0.8163625400006378,0.4142928148765083,1,treatment_long.term_vs_ref,252,MED4,WP_011132555.1
TX50_RS04925,TX50_RS04925,ATP-binding protein,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism // 09182 Protein families: genetic information processing,01001 Protein kinases [BR:ko01001] // 03021 Transcription machinery [BR:ko03021],K04757  rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1],87.21658260262622,0.009079593882816647,0.23680415849205974,0,1,1,treatment_long.term_vs_ref,441,MED4,WP_011132556.1
TX50_RS04930,TX50_RS04930,GUN4 domain-containing protein,no_significant,,,,,166.18038824131634,0.2428852792016555,0.250484550487542,0,1,1,treatment_long.term_vs_ref,717,MED4,WP_036930468.1
TX50_RS04935,mnmH,tRNA 2-selenouridine(34) synthase MnmH,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K06917  selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]",97.12553283640503,0.2698557645993702,0.32187294310532627,0,1,1,treatment_long.term_vs_ref,1050,MED4,WP_011132558.1
TX50_RS04940,psb28,photosystem II reaction center protein Psb28,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09102 Energy metabolism // 09181 Protein families: metabolism,00195 Photosynthesis [PATH:ko00195] // 00194 Photosynthesis proteins [BR:ko00194],K08903  psb28; photosystem II 13kDa protein,153.5436084141132,0.7550085652126752,0.3767554480136878,0.6768543535524683,0.4984983680944349,1,treatment_long.term_vs_ref,351,MED4,WP_011132559.1
TX50_RS04945,TX50_RS04945,AI-2E family transporter,no_significant,,,,,112.22579345376741,0.1697832465279503,0.19029513217527894,0,1,1,treatment_long.term_vs_ref,1041,MED4,WP_011132560.1
TX50_RS04950,secF,protein translocase subunit SecF,no_significant,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes",03060 Protein export [PATH:ko03060] // 03070 Bacterial secretion system [PATH:ko03070] // 02044 Secretion system [BR:ko02044],K03074  secF; preprotein translocase subunit SecF,66.39477692326446,-1.1440842332943986,0.2585611476883076,-2.491032543183303,0.012737245261956803,0.058889907021615735,treatment_long.term_vs_ref,915,MED4,WP_011132561.1
TX50_RS04955,secD,protein translocase subunit SecD,no_significant,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes",03060 Protein export [PATH:ko03060] // 03070 Bacterial secretion system [PATH:ko03070] // 02044 Secretion system [BR:ko02044],K03072  secD; preprotein translocase subunit SecD,322.48575414655926,-0.419392943044807,0.1758464655001601,-0,1,1,treatment_long.term_vs_ref,1458,MED4,WP_011132562.1
TX50_RS04960,TX50_RS04960,pyruvate dehydrogenase subunit beta,no_significant,09100 Metabolism // 09130 Environmental Information Processing // 09150 Organismal Systems // 09160 Human Diseases,09101 Carbohydrate metabolism // 09132 Signal transduction // 09152 Endocrine system // 09161 Cancer: overview // 09166 Cardiovascular disease,00010 Glycolysis / Gluconeogenesis [PATH:ko00010] // 00020 Citrate cycle (TCA cycle) [PATH:ko00020] // 00620 Pyruvate metabolism [PATH:ko00620] // 04066 HIF-1 signaling pathway [PATH:ko04066] // 04922 Glucagon signaling pathway [PATH:ko04922] // 05230 Central carbon metabolism in cancer [PATH:ko05230] // 05415 Diabetic cardiomyopathy [PATH:ko05415],"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",1322.5043385254187,-0.12449467459821742,0.12853416663343803,-0,1,1,treatment_long.term_vs_ref,981,MED4,WP_011132563.1
TX50_RS04965,TX50_RS04965,DUF3082 domain-containing protein,no_significant,,,,,42.036392074006024,-1.6167324771047664,0.3693770023333737,-3.0232864256580925,0.002500454564369742,0.014954331491424198,treatment_long.term_vs_ref,315,MED4,WP_011132564.1
TX50_RS04970,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,no_significant,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K00919  ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],212.56018648748108,-0.07602186368109815,0.20436081429852462,-0,1,1,treatment_long.term_vs_ref,936,MED4,WP_011132565.1
TX50_RS04975,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K02528  ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182],78.66515914843741,-0.021440071385500893,0.21730614053509062,-0,1,1,treatment_long.term_vs_ref,831,MED4,WP_011132566.1
TX50_RS04980,TX50_RS04980,hypothetical protein,no_significant,,,,,134.8210658725483,-0.2843947336621798,0.4317330366879746,-0,1,1,treatment_long.term_vs_ref,351,MED4,WP_011132567.1
TX50_RS04985,TX50_RS04985,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K00783  rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],15.589740896856,-0.5276687045983742,0.5453912223327938,-0.05073184801183137,0.9595391982728291,1,treatment_long.term_vs_ref,411,MED4,WP_011132568.1
TX50_RS04990,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,up,09180 Brite Hierarchies,09181 Protein families: metabolism // 09182 Protein families: genetic information processing,01002 Peptidases and inhibitors [BR:ko01002] // 03400 DNA repair and recombination proteins [BR:ko03400],K03503  umuD; DNA polymerase V [EC:3.4.21.-],45.55994243389374,1.5727276733764133,0.3153277382471901,3.4019451613720264,6.69080621001362e-4,0.004681039514477453,treatment_long.term_vs_ref,384,MED4,WP_011132569.1
TX50_RS04995,TX50_RS04995,Y-family DNA polymerase,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03502  umuC; DNA polymerase V,136.310266729866,0.9306360896742016,0.23250056662891702,1.8521937211513089,0.06399801008971606,0.23265158962026192,treatment_long.term_vs_ref,1290,MED4,WP_011132570.1
TX50_RS05000,TX50_RS05000,hypothetical protein,no_significant,,,,,46.91678360562828,1.2116242110748074,0.27223269051507915,2.6140292325964802,0.0089481380124845,0.04388848644218589,treatment_long.term_vs_ref,453,MED4,WP_011132571.1
TX50_RS05005,dnaG,DNA primase,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030] // 03032 DNA replication proteins [BR:ko03032],K02316  dnaG; DNA primase [EC:2.7.7.101],143.29146176264774,-0.24002851444274137,0.13206916953649803,-0,1,1,treatment_long.term_vs_ref,2034,MED4,WP_011132572.1
TX50_RS05010,TX50_RS05010,DMT family transporter,no_significant,,,,,41.512430661494946,-1.1782060248835913,0.26656275635783755,-2.54426400053111,0.010950828351872508,0.052058553241978535,treatment_long.term_vs_ref,885,MED4,WP_011132573.1
TX50_RS05015,TX50_RS05015,glycine zipper 2TM domain-containing protein,no_significant,,,,,684.1854576423339,0.703918819928994,0.25397328662372226,0.8029144428528533,0.4220241875798574,1,treatment_long.term_vs_ref,348,MED4,WP_036930434.1
TX50_RS05020,TX50_RS05020,Holliday junction branch migration protein RuvA,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03440 Homologous recombination [PATH:ko03440] // 03400 DNA repair and recombination proteins [BR:ko03400],K03550  ruvA; holliday junction DNA helicase RuvA [EC:5.6.2.4],526.5656705606074,-0.4277807077731222,0.17984869016167573,-0,1,1,treatment_long.term_vs_ref,657,MED4,WP_011132575.1
TX50_RS05025,rpsO,30S ribosomal protein S15,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09122 Translation // 09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010] // 03011 Ribosome [BR:ko03011],"K02956  RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15",1296.0468015964943,0.5796035610363863,0.2460923060209554,0.3234703364907633,0.7463390690779863,1,treatment_long.term_vs_ref,267,MED4,WP_011132576.1
TX50_RS05030,TX50_RS05030,PAM68 family protein,no_significant,,,,,1111.2180159040636,0.107669241953685,0.24614164784427725,0,1,1,treatment_long.term_vs_ref,444,MED4,WP_011132577.1
TX50_RS05035,TX50_RS05035,DNA polymerase III subunit alpha,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030] // 03430 Mismatch repair [PATH:ko03430] // 03440 Homologous recombination [PATH:ko03440] // 03032 DNA replication proteins [BR:ko03032] // 03400 DNA repair and recombination proteins [BR:ko03400],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],1451.727632489368,0.10909110441207993,0.11654849073777865,0,1,1,treatment_long.term_vs_ref,3495,MED4,WP_011132578.1
TX50_RS05040,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09122 Translation // 09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970] // 03029 Mitochondrial biogenesis [BR:ko03029],"K02433  gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]",872.3239340192479,0.4605309136962404,0.1944434623545281,0,1,1,treatment_long.term_vs_ref,1452,MED4,WP_011132579.1
TX50_RS05045,TX50_RS05045,DUF1816 domain-containing protein,no_significant,,,,,713.8043031258047,0.6403389764106667,0.2507458454132212,0.5596861482565845,0.5756935321389764,1,treatment_long.term_vs_ref,213,MED4,WP_036930465.1
TX50_RS05050,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K03218  rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185],277.4873972862269,0.25005801332721056,0.16405653116628233,0,1,1,treatment_long.term_vs_ref,1284,MED4,WP_011132581.1
TX50_RS05055,TX50_RS05055,hypothetical protein,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K11145  mrnC; mini-ribonuclease III [EC:3.1.26.-],227.38036681444308,-0.5918124226141843,0.3565121992327671,-0.25752953983557775,0.7967700145995886,1,treatment_long.term_vs_ref,390,MED4,WP_011132582.1
TX50_RS05060,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,down,09100 Metabolism,09104 Nucleotide metabolism // 09105 Amino acid metabolism,"00240 Pyrimidine metabolism [PATH:ko00240] // 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",175.33965182683096,-1.6723034344918781,0.1592867852557679,-7.359703019993168,1.8431983149390362e-13,6.328314214624025e-12,treatment_long.term_vs_ref,1140,MED4,WP_011132584.1
TX50_RS05065,trpD,anthranilate phosphoribosyltransferase,down,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",K00766  trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18],1139.934544039726,-2.1166040304994986,0.15873744646679658,-10.18413781046709,2.3341981160113813e-24,2.704752066928188e-22,treatment_long.term_vs_ref,1029,MED4,WP_011132585.1
TX50_RS05070,TX50_RS05070,DUF3288 family protein,down,,,,,279.9721378911212,-2.0018192651009428,0.22457271281412963,-6.687452123107859,2.2708946826591134e-11,5.929913720633797e-10,treatment_long.term_vs_ref,294,MED4,WP_011132586.1
TX50_RS05075,TX50_RS05075,ABC transporter ATP-binding protein/permease,no_significant,09130 Environmental Information Processing // 09180 Brite Hierarchies,09131 Membrane transport // 09183 Protein families: signaling and cellular processes,02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],"K18889  mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",136.47470663527167,0.8679594100591139,0.1897745743649121,1.9389289175881659,0.052509994196218775,0.19667379644401942,treatment_long.term_vs_ref,1743,MED4,WP_011132587.1
TX50_RS05080,msrA,peptide-methionine (S)-S-oxide reductase MsrA,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07304  msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],184.72160214216467,-0.1323308194020283,0.16660464584557472,-0,1,1,treatment_long.term_vs_ref,726,MED4,WP_011132588.1
TX50_RS05090,TX50_RS05090,undecaprenyl-diphosphate phosphatase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism // 09181 Protein families: metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550] // 00552 Teichoic acid biosynthesis [PATH:ko00552] // 01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K06153  bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],47.85519975592055,-0.8316156358950103,0.5223814468791874,-0.6348151104449617,0.5255490070638732,1,treatment_long.term_vs_ref,798,MED4,WP_011132589.1
TX50_RS05095,TX50_RS05095,hypothetical protein,no_significant,,,,,23.926679424215713,0.7224702919340356,0.4416977479500132,0.5036708766720097,0.6144926771076045,1,treatment_long.term_vs_ref,276,MED4,WP_011132590.1
TX50_RS05100,TX50_RS05100,DUF1830 domain-containing protein,up,,,,,223.65986329581943,3.3881372989111673,0.36974529133383677,7.811153695811415,5.666686148882611e-15,2.3877354818246274e-13,treatment_long.term_vs_ref,225,MED4,WP_011132591.1
TX50_RS05105,TX50_RS05105,kinase,no_significant,09100 Metabolism,09101 Carbohydrate metabolism // 09103 Lipid metabolism // 09105 Amino acid metabolism,"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630] // 00561 Glycerolipid metabolism [PATH:ko00561] // 00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K15918  GLYK; D-glycerate 3-kinase [EC:2.7.1.31],134.67736545230827,0.055788688784913824,0.17426057501527345,0,1,1,treatment_long.term_vs_ref,954,MED4,WP_011132592.1
TX50_RS05110,TX50_RS05110,mannosyl-3-phosphoglycerate phosphatase-related protein,no_significant,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],K07026  E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70],233.16047769162418,-0.420344768769019,0.1771629198589863,-0,1,1,treatment_long.term_vs_ref,801,MED4,WP_011132593.1
TX50_RS05115,TX50_RS05115,sugar phosphorylase,no_significant,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],K00690  E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7],587.5800192545322,0.5185804259737863,0.14731624889271713,0.12612611380919328,0.899632096701122,1,treatment_long.term_vs_ref,1755,MED4,WP_011132594.1
TX50_RS05120,TX50_RS05120,glycosyl transferase,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K13693  gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266],1216.447447836211,-0.3841025005868112,0.09952524684344005,-0,1,1,treatment_long.term_vs_ref,1224,MED4,WP_011132595.1
