gene_id	gene	product	protein_id	old_locus_tag	A1A_S7	A1B_S8	A1C_S9	A2A_S10	A2B_S11	A2C_S12	A3A_S13	A3B_S14	A3C_S15	C1A_S16	C1B_S17	C1C_S18	C2A_60ng_S19	C2B_100ng_S20	C2B_60ng_S21	C2C_100ng_S22	C2C_60ng_S23	C3A_100ng_S24	C3A_60ng_S25	C3B_60ng_S26	C3C_100ng_S27	C3C_60ng_S28	C4A_S29	C4B_S30	C4C_S31	C5A_S32	C5B_S33	C5C_S34	Mock_S35	P6A_S1	P6B_S2	P6C_S3	P7A_S4	P7B_S5	P7C_S6
ACZ81_RS13325	lon	endopeptidase La	WP_014950145.1		9163	9307	1069	1045	4066	5870	7462	7890	10984	1214	879	832	5493	4652	2752	3034	2374	4831	3274	4735	3234	2660	2325	2558	1512	3652	4215	3504	462	0	0	0	0	0	0
ACZ81_RS13330	clpX	ATP-dependent protease ATP-binding subunit ClpX	WP_014950146.1		19645	23540	12890	2993	10149	29019	14078	25995	46328	8993	9038	4849	19810	13876	9184	7167	5319	18602	13699	14910	10977	9039	7887	8754	4863	11481	12626	10489	8963	1	0	1	0	0	0
ACZ81_RS13335	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	WP_014950147.1		5436	5735	3253	835	3151	6785	4627	10570	20055	3220	2133	1527	10569	6569	4034	2898	2206	6051	4959	4192	3840	3296	2750	2859	863	3558	3528	2989	7387	0	3	0	0	0	0
ACZ81_RS13340	tig	trigger factor	WP_014950148.1		4059	7143	3554	2675	13884	17133	8377	30249	37606	2949	1324	1694	44577	17367	11072	4491	3803	19848	13501	10170	9263	7482	7074	4457	3437	7147	9903	6030	62218	3	0	0	0	0	3
ACZ81_RS13385	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	WP_061486168.1		658	880	280	185	859	1693	887	2410	3034	351	231	314	2172	1248	735	286	254	1956	1371	726	1218	893	851	589	351	912	1197	827	169	0	0	0	0	0	0
ACZ81_RS13390		DUF1415 domain-containing protein	WP_061486169.1		87	78	46	14	109	155	74	251	294	29	11	25	252	90	63	63	22	162	108	53	108	73	56	43	33	65	87	61	0	0	0	0	0	4	0
ACZ81_RS13395	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	WP_014950151.1		57	81	18	20	62	114	61	146	275	25	14	19	185	66	48	35	39	51	88	40	59	73	34	39	35	56	62	62	0	0	0	0	0	0	0
ACZ81_RS13400		proline--tRNA ligase	WP_061486170.1		1838	2325	958	618	2181	3986	1898	5275	6402	918	546	518	7626	3330	1917	907	712	3475	2327	2133	1700	1382	1629	1263	1095	1838	2145	1411	2302	0	0	0	0	0	0
ACZ81_RS13405		MBL fold metallo-hydrolase	WP_061486172.1		965	1383	618	265	685	1488	682	2218	2456	378	268	158	2184	926	613	324	308	779	567	746	473	418	457	404	399	509	471	432	222	0	0	0	0	0	0
ACZ81_RS13410		phospholipase A	WP_039231566.1		242	253	168	79	205	500	279	550	984	125	66	82	676	388	192	134	153	336	355	337	315	325	211	176	113	208	229	117	6	0	0	0	0	0	0
ACZ81_RS13415		histone deacetylase	WP_061486174.1		79	120	43	10	63	103	88	298	327	40	41	42	384	123	86	47	31	136	118	47	116	56	62	48	15	86	120	97	0	0	0	0	0	0	0
ACZ81_RS13420		methyl-accepting chemotaxis protein	WP_039228352.1		166	215	45	54	162	316	215	413	426	58	44	48	1221	188	116	89	72	254	194	452	201	151	111	115	147	180	228	169	24	0	0	0	0	0	0
ACZ81_RS13425	guaA	glutamine-hydrolyzing GMP synthase	WP_014950157.1		744	694	116	405	697	2055	533	1950	2595	299	216	144	7027	1841	1250	212	217	1726	1071	920	846	681	609	482	213	693	659	866	310	0	0	0	0	0	0
ACZ81_RS13430	guaB	IMP dehydrogenase	WP_014950158.1		1372	1769	532	650	2881	3633	1721	8010	8738	576	242	276	19473	4742	2761	622	476	5099	3196	1179	2457	2038	1919	1160	411	1812	2949	2139	1581	1	0	0	0	0	0
ACZ81_RS13435	xseA	exodeoxyribonuclease VII large subunit	WP_039228354.1		1140	1030	589	230	583	1514	622	1597	2389	408	378	300	2715	753	559	241	236	875	901	501	721	607	633	685	237	578	670	641	19	0	0	0	0	0	0
ACZ81_RS13440		hypothetical protein	WP_061486176.1		3492	3531	1859	702	2181	5248	2292	4763	5433	1192	929	940	3223	985	627	574	354	1262	882	702	860	633	671	600	281	809	819	853	0	0	0	0	0	0	0
ACZ81_RS13445		hypothetical protein	WP_014950161.1		105	150	53	21	97	262	198	285	298	119	48	43	116	223	126	80	54	116	102	177	137	108	110	119	25	133	161	154	0	0	0	0	0	0	0
ACZ81_RS13450		choice-of-anchor E domain-containing protein	WP_014950162.1		328	725	228	66	333	681	470	875	810	606	101	68	366	950	613	294	283	607	423	983	392	346	261	254	64	383	645	506	0	0	0	0	0	0	0
ACZ81_RS13455	der	ribosome biogenesis GTPase Der	WP_014950163.1		3606	3313	1243	1610	5010	9941	4740	11256	16927	1662	1394	1313	11234	5853	3758	2650	1854	8065	5716	6522	4252	3680	4671	4112	3065	5530	6471	5411	2902	0	0	1	0	0	1
ACZ81_RS13460	bamB	outer membrane protein assembly factor BamB	WP_014950164.1		4419	4918	2767	653	1668	4143	3768	6566	5122	1448	1061	648	6389	3106	2166	1856	1284	3259	2312	3431	1991	1566	1520	1312	1346	1945	2236	1669	700	0	0	0	0	0	0
ACZ81_RS13465		tetratricopeptide repeat protein	WP_014950165.1		1004	1074	593	183	479	1140	589	1558	1459	321	153	140	1931	931	633	417	314	822	783	1087	618	556	522	400	439	455	472	371	864	0	0	0	0	0	0
ACZ81_RS13470	hisS	histidine--tRNA ligase	WP_075177060.1		668	991	340	244	1226	1631	1239	3539	2901	326	154	183	3991	1625	1047	597	479	1983	1373	1361	1027	1004	856	519	608	869	1362	612	1645	0	0	0	0	0	0
ACZ81_RS13475	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	WP_014950167.1		1212	857	318	264	942	2038	1016	2118	2336	251	276	299	1702	1163	670	595	445	1526	1018	1491	828	712	730	677	839	1013	1296	996	238	0	0	0	0	0	0
ACZ81_RS13480		DUF4115 domain-containing protein	WP_061486177.1		932	745	210	238	627	1364	745	1541	1519	297	167	247	1314	1179	752	441	301	924	763	1636	716	596	502	556	708	632	686	525	606	0	0	0	0	0	0
ACZ81_RS13485	pilW	type IV pilus biogenesis/stability protein PilW	WP_061486179.1		799	750	278	194	780	1422	635	1540	2427	279	199	300	2954	1146	710	466	322	1107	967	1817	773	615	691	558	441	692	863	745	542	0	0	0	0	0	0
ACZ81_RS13490		bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	WP_014977032.1		5081	3404	1559	1217	3981	7041	4024	10120	10165	1757	1129	1273	11933	6268	3915	2817	2268	6801	4617	10259	3272	2678	3322	2410	3412	4394	5048	3842	2364	0	0	0	0	0	0
ACZ81_RS13495	ndk	nucleoside-diphosphate kinase	WP_012519000.1		1021	1176	1274	340	4161	3555	3987	12646	9043	678	145	515	7663	5067	3181	2422	2147	6457	4940	8200	3083	2476	2922	1174	3407	2793	4578	1269	45242	0	0	0	0	0	0
ACZ81_RS13500		SufE family protein	WP_014950170.1		530	397	219	88	373	906	448	764	1223	237	170	316	665	357	194	307	198	554	402	485	349	279	279	250	299	411	363	336	39	0	0	0	0	0	0
ACZ81_RS13505	sufT	putative Fe-S cluster assembly protein SufT	WP_014977033.1		673	449	196	171	454	1424	408	881	2144	301	489	638	903	441	367	286	210	682	588	285	479	409	453	438	162	407	441	445	222	0	0	0	0	0	0
ACZ81_RS13510		iron-sulfur cluster assembly accessory protein	WP_014950172.1		648	416	192	68	181	942	363	683	1020	304	427	534	713	406	258	334	174	588	386	363	289	300	223	170	126	317	282	434	178	0	0	0	0	0	0
ACZ81_RS13515		cysteine desulfurase	WP_039231541.1		5028	2469	1127	500	1314	4054	1785	2830	4946	1129	1547	1842	5240	2005	1342	1239	1047	2984	1752	1430	1455	1180	1317	1234	849	1579	2062	2116	412	0	0	0	0	0	0
ACZ81_RS13520	sufD	Fe-S cluster assembly protein SufD	WP_039228366.1		8252	2437	942	512	1562	4410	1538	3419	5818	1187	1352	1707	12272	2597	1512	975	900	3061	1822	1186	1569	1271	1455	1152	395	1953	1966	2018	511	0	0	0	0	0	0
ACZ81_RS13525	sufC	Fe-S cluster assembly ATPase SufC	WP_014979831.1		10281	2368	958	501	1363	3908	1439	3111	5649	1317	1347	1408	15370	2664	1679	856	766	3021	1850	1293	1591	1248	1299	1162	424	1715	1891	2053	1415	0	0	0	0	0	0
ACZ81_RS13530	sufB	Fe-S cluster assembly protein SufB	WP_014950176.1		24844	5119	2688	1449	4405	8638	3808	9969	14119	3002	2237	3233	40350	5909	4055	2144	1775	6690	4809	3544	3959	3391	3463	2741	1547	3132	3850	3437	2340	0	0	0	0	0	0
ACZ81_RS13535		IscS subfamily cysteine desulfurase	WP_061486181.1		37457	14294	4762	589	2036	3839	1513	4480	4463	3244	1421	2328	18858	3642	2273	1839	1368	2062	1622	1989	1172	1047	2430	980	891	1266	3294	1326	71	0	0	0	0	0	0
ACZ81_RS13540	iscR	Fe-S cluster assembly transcriptional regulator IscR	WP_014950178.1		27758	19734	7179	691	1656	2193	1131	3142	1843	3031	882	2093	5970	2216	1315	1766	1675	1266	1079	1883	751	652	3338	1114	3309	778	2920	1139	84	0	0	0	0	0	0
ACZ81_RS13545		alpha/beta hydrolase	WP_061486183.1		543	586	478	68	416	1131	530	784	1419	232	257	182	728	589	294	266	256	627	499	556	399	356	303	271	300	398	444	470	0	0	0	0	0	0	0
ACZ81_RS13550		NAD(P)/FAD-dependent oxidoreductase	WP_061486185.1		509	519	269	120	404	1116	454	923	1439	219	207	174	885	642	412	304	252	640	519	425	348	365	329	404	240	414	447	330	16	0	0	0	0	0	0
ACZ81_RS13555	cysE	serine O-acetyltransferase	WP_014950181.1		1343	920	426	365	807	1749	660	1347	1552	409	378	385	824	562	356	330	246	1082	927	1095	766	662	639	567	466	673	830	749	35	0	0	0	0	0	0
ACZ81_RS13560	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	WP_014950182.1		2204	1640	651	649	1379	2637	1207	2642	2769	727	476	551	1342	908	634	483	352	1576	1231	1288	1082	891	886	744	904	1031	1307	865	0	0	0	0	0	0	0
ACZ81_RS13565	suhB	inositol-1-monophosphatase	WP_014950183.1		1205	1085	1321	443	3135	2513	3832	11529	7311	642	158	397	12593	5324	3385	2133	1605	6292	4773	5994	2768	2367	2344	955	2072	2454	3710	1219	11194	0	1	0	0	0	0
ACZ81_RS13570		acyltransferase family protein	WP_061486187.1		106	85	64	19	63	228	89	209	239	44	56	25	78	97	72	39	30	109	83	111	71	63	54	63	45	104	96	60	0	0	0	0	0	0	0
ACZ81_RS13575		LytTR family transcriptional regulator	WP_014950185.1		92	82	23	42	127	244	121	208	275	49	43	46	132	111	79	103	37	149	143	142	70	104	79	76	82	96	92	98	0	0	0	0	0	0	0
ACZ81_RS13580	secF	protein translocase subunit SecF	WP_014977044.1		795	564	67	132	541	1367	794	1111	850	185	153	289	462	625	349	295	248	814	486	967	452	307	337	302	453	437	579	658	124	0	0	0	0	0	0
ACZ81_RS13585	secD	protein translocase subunit SecD	WP_014950187.1		1993	1888	967	555	1506	4671	1994	2797	3322	547	518	858	2142	1412	833	731	560	1811	1112	1826	931	775	736	820	709	1310	1417	1391	564	0	0	0	0	0	0
ACZ81_RS13590	yajC	preprotein translocase subunit YajC	WP_014999069.1		1142	1060	679	251	546	1683	873	1217	1296	427	332	298	1362	815	562	358	341	937	440	1032	446	352	372	363	517	543	554	522	1030	0	0	0	0	0	0
ACZ81_RS13595	tgt	tRNA guanosine(34) transglycosylase Tgt	WP_014950189.1		2497	2430	1427	1010	3600	6827	2977	6676	8082	1086	913	1110	7696	3267	1983	1191	960	4747	3052	2493	2195	1789	2209	1491	1377	2523	3443	2209	4175	0	0	0	0	0	0
ACZ81_RS13600	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	WP_061095523.1		2337	2471	3322	1490	3883	8549	2311	2894	4952	1945	2107	1522	2928	1099	753	782	629	1477	1109	1299	932	741	730	601	473	730	952	830	36	0	0	0	0	0	0
ACZ81_RS13605		DUF6471 domain-containing protein	WP_014950191.1		342	281	57	76	146	325	178	149	217	116	65	65	210	87	43	96	61	49	112	186	110	80	87	78	46	29	23	25	0	0	0	0	0	0	0
ACZ81_RS13610		DUF2170 family protein	WP_014950192.1		25243	23503	5047	2733	9263	22130	8420	7073	10591	14747	5271	5875	12215	3433	2234	9250	7258	12591	9060	9508	11029	9178	3348	1943	411	1522	1754	1743	188	1	0	0	0	0	0
ACZ81_RS13615		PspA/IM30 family protein	WP_014950193.1		29591	35332	5300	2905	12607	30693	12687	9453	13415	17608	7921	10906	17039	5088	3085	13420	11280	21010	14737	16067	20963	16888	6590	3663	1323	2468	2818	3330	660	0	0	0	0	0	0
ACZ81_RS13620		potassium channel family protein	WP_187446142.1		2310	3281	574	440	1822	3976	879	2671	3271	1246	688	1429	5447	1449	806	1194	985	2397	1445	711	1899	1394	922	669	218	665	771	895	42	0	0	0	0	0	0
ACZ81_RS13625		YjfK family protein	WP_014977049.1		709	771	100	184	523	1048	323	635	1164	312	170	364	1337	475	290	328	360	611	488	287	544	518	338	288	97	256	241	307	5	0	0	0	0	0	0
ACZ81_RS13630		DUF350 domain-containing protein	WP_014950196.1		507	616	129	75	356	864	286	623	877	204	184	259	801	366	232	306	279	470	356	263	432	323	246	217	94	204	239	264	7	0	0	0	0	0	0
ACZ81_RS13635		DUF1190 family protein	WP_014977050.1		950	1135	274	161	521	1340	474	1053	1612	349	268	447	1445	645	508	762	615	1052	629	440	729	675	428	419	227	558	670	620	13	0	0	0	0	0	0
ACZ81_RS13640		glutathionylspermidine synthase family protein	WP_061486189.1		591	759	105	163	345	1135	394	720	1168	213	171	321	946	351	307	492	446	699	482	436	545	528	254	294	223	379	368	378	43	0	0	0	0	0	0
ACZ81_RS13645		rhomboid family intramembrane serine protease	WP_014950199.1		58	114	54	8	83	136	126	215	272	42	27	68	210	107	59	50	46	167	84	56	97	52	54	51	36	46	89	61	10	0	0	0	0	0	0
ACZ81_RS13650		hypothetical protein	WP_014950200.1		590	493	187	166	497	913	616	1704	2043	228	172	138	1244	619	389	317	236	670	529	834	509	324	422	372	409	479	679	401	142	0	0	0	0	0	0
ACZ81_RS13655		ABC transporter ATP-binding protein	WP_061486191.1		460	552	446	99	198	433	428	626	1159	277	250	160	567	465	300	225	150	389	320	420	244	242	155	148	185	242	222	189	0	0	0	0	0	0	0
ACZ81_RS13660		ABC transporter permease	WP_061486193.1		54	85	24	27	60	151	57	210	321	30	15	49	145	71	55	48	28	75	79	55	56	68	70	66	53	63	34	116	0	0	0	0	0	0	0
ACZ81_RS13665		hydrolase	WP_061486195.1		76	68	5	21	46	106	46	81	200	25	26	22	75	56	28	36	6	44	63	63	60	42	28	48	19	42	40	31	0	0	0	0	0	1	0
ACZ81_RS13670	glsB	glutaminase B	WP_014950204.1		178	151	68	47	161	414	258	477	622	63	72	64	602	386	178	104	89	455	315	358	212	182	140	145	127	231	236	158	0	0	0	0	0	0	0
ACZ81_RS13675		alkaline phosphatase	WP_014950205.1		1123	1125	443	383	1348	2607	1321	3310	3968	513	407	405	3725	1748	1172	845	693	2907	2035	2082	1619	1253	1335	1226	902	1745	2093	1585	109	0	0	0	0	0	0
ACZ81_RS13680		chemotaxis protein CheV	WP_061486197.1		7086	8303	7220	1195	2846	7193	3426	6489	10000	3690	2812	947	3270	2259	1524	1067	751	2143	1746	1896	1496	1242	918	1147	634	1599	1497	1269	151	0	0	0	0	0	0
ACZ81_RS13685		isocitrate lyase	WP_061486199.1		29516	25148	2221	8366	6991	8137	9411	17727	9517	2882	1047	207	4331	28401	18167	221	111	3752	2344	540	1818	1475	11020	10892	897	4606	6807	8472	55125	0	0	0	0	0	0
ACZ81_RS13690		LysR family transcriptional regulator	WP_049587990.1		4114	3349	1405	967	2158	5119	1567	2306	3243	2657	1489	1639	1726	1308	762	539	335	1588	978	665	1096	895	696	679	315	545	675	830	246	0	0	0	0	0	0
ACZ81_RS13695		malate synthase G	WP_061486201.1		14541	10869	1205	2801	3152	5228	4148	7863	5679	1502	729	660	2279	11337	7363	294	279	1579	1176	756	1230	924	5103	3179	839	1947	3070	3179	5940	0	0	0	3	0	0
ACZ81_RS13700		patatin-like phospholipase family protein	WP_061486203.1		23560	21316	8627	1478	3241	11773	8158	15224	17820	5640	3383	1165	3957	5606	3767	2128	1755	3483	2649	4598	2257	1914	1578	2353	2875	2636	2488	2372	104	0	0	0	0	0	0
ACZ81_RS13705		NAD-dependent epimerase	WP_061486205.1		435	391	130	180	518	949	440	1267	1422	259	133	124	1265	1092	639	195	192	727	575	555	468	329	329	344	173	339	350	319	4180	0	0	0	0	0	0
ACZ81_RS13710		nucleotidyltransferase family protein	WP_049587983.1		120	131	67	60	146	277	134	460	520	79	20	65	306	237	131	78	41	181	137	197	121	81	105	87	45	74	124	98	0	0	0	0	0	0	0
ACZ81_RS13715		HprK-related kinase A	WP_049587982.1		121	203	107	93	321	770	223	964	1440	69	58	75	243	199	97	115	61	378	309	113	214	211	154	134	42	201	236	201	0	0	0	0	0	0	0
ACZ81_RS13720		twin-arginine translocation signal domain-containing protein	WP_061486210.1		7336	9658	4348	2273	8268	20889	7983	16915	25087	3701	3175	3352	5990	8327	5443	4181	3280	7745	5782	7777	4464	3748	3540	3868	3299	5324	5738	4248	0	0	0	0	0	0	0
ACZ81_RS13725		FAD-binding protein	WP_061486212.1		1345	1723	466	318	1035	2178	747	2586	4134	625	451	255	2456	1277	794	351	331	1151	894	628	821	687	661	665	222	750	740	547	0	0	0	0	0	0	0
ACZ81_RS13730		serine protease	WP_061486213.1		894	960	313	180	582	1342	591	1477	1964	307	299	227	918	715	471	346	236	683	456	777	419	366	403	343	257	528	487	407	0	0	0	0	0	0	0
ACZ81_RS13735		YdcF family protein	WP_158511556.1		139	128	71	30	128	281	166	472	610	52	43	41	255	187	85	74	43	123	190	160	141	126	126	148	89	132	177	73	0	0	0	0	0	0	0
ACZ81_RS13740		PEP-CTERM/exosortase system-associated acyltransferase	WP_061486215.1		10551	8521	2485	1083	2316	5221	4526	10056	7972	2336	762	570	3440	4197	2803	1537	1158	1916	1674	3248	1658	1463	1387	1358	2988	1887	2711	1154	0	0	0	0	0	0	0
ACZ81_RS13745		hypothetical protein	WP_061486218.1		35599	39394	24302	16684	59603	153984	42008	118731	147244	21431	24911	37777	13542	65388	41180	30092	24269	22582	14899	13810	10728	9200	9120	10804	2279	19244	23416	18119	1	0	0	0	0	0	0
ACZ81_RS13750		tetratricopeptide repeat protein	WP_061486220.1		1969	2120	803	370	1202	2659	1037	2627	3389	578	639	412	2563	1767	1125	762	597	2056	1497	1430	1387	1151	878	1037	398	1337	1189	1254	0	0	0	0	0	0	0
ACZ81_RS13755		GNAT family N-acetyltransferase	WP_061486223.1		386	519	263	106	347	799	359	967	1511	181	162	83	478	318	196	108	91	341	378	348	294	289	255	335	108	312	236	289	0	0	0	0	0	0	0
ACZ81_RS13760		acyltransferase	WP_061486225.1		356	335	123	127	265	902	449	563	712	183	145	170	384	326	187	216	137	526	342	603	350	358	292	295	295	418	430	443	0	0	0	0	0	0	0
ACZ81_RS13765		TIGR03087 family PEP-CTERM/XrtA system glycosyltransferase	WP_061486227.1		1940	1426	674	309	1015	2741	1326	1862	2537	671	599	460	1272	1182	734	864	629	1681	1266	2499	1122	857	879	963	830	1434	1358	1209	0	0	1	0	0	0	0
ACZ81_RS13770		hypothetical protein	WP_061486229.1		691	722	221	193	501	1319	628	1214	1703	251	222	258	787	810	516	366	307	1009	731	1025	721	591	508	603	462	666	824	792	0	0	0	0	0	0	0
ACZ81_RS13775		glycosyltransferase family 2 protein	WP_081106101.1		320	249	119	56	194	611	272	507	714	116	82	64	366	293	214	112	94	313	351	432	274	200	197	249	175	273	202	210	0	0	0	0	0	0	0
ACZ81_RS13780		glycosyltransferase	WP_020743977.1		624	751	191	213	599	1398	526	1259	2144	257	238	222	1189	906	516	446	330	1070	726	598	639	604	469	609	233	818	748	730	0	0	0	0	0	0	0
ACZ81_RS13785		polysaccharide deacetylase family protein	WP_061486231.1		188	207	23	32	198	371	134	396	477	67	43	54	300	285	135	92	95	401	277	153	260	203	181	215	65	224	309	230	0	0	0	0	0	3	0
ACZ81_RS13790		GNAT family N-acetyltransferase	WP_232375943.1		258	237	47	71	233	532	179	518	811	70	61	76	482	331	214	126	121	432	303	224	343	266	223	224	103	309	328	237	0	0	0	0	0	0	0
ACZ81_RS13795		acyltransferase	WP_061486233.1		74	62	27	22	113	246	86	208	237	21	22	51	94	77	53	49	35	115	86	167	92	59	70	61	56	118	85	85	0	0	0	0	0	0	0
ACZ81_RS13800	asnB	asparagine synthase (glutamine-hydrolyzing)	WP_061486234.1		1548	1247	528	523	1272	2897	1377	3099	4052	643	450	422	1824	1491	1024	848	671	2167	1849	2532	1486	1361	1489	1220	1060	1751	1848	1328	0	0	0	0	0	0	0
ACZ81_RS13805		glycosyltransferase	WP_232375944.1		834	655	227	209	784	1869	594	1552	2590	360	298	338	1249	848	573	393	281	1348	1045	1090	919	838	703	802	346	1051	1201	1032	0	0	0	0	0	0	0
ACZ81_RS13810		sulfotransferase	WP_061486239.1		286	216	48	83	281	567	244	620	990	83	67	105	457	271	196	129	124	377	424	420	379	344	289	345	111	327	362	329	0	0	0	0	0	0	0
ACZ81_RS13815		glycosyltransferase	WP_061486241.1		429	372	77	186	438	999	286	872	1222	132	59	143	738	567	339	233	199	807	575	519	570	426	381	327	102	493	592	513	0	0	0	0	0	0	0
ACZ81_RS13820		lipopolysaccharide biosynthesis protein	WP_061486243.1		182	226	81	64	205	462	162	614	775	78	88	97	339	222	133	97	59	329	302	206	215	183	177	175	49	188	194	245	0	0	0	0	0	0	0
ACZ81_RS13825		sulfotransferase	WP_081106102.1		418	387	131	116	481	818	259	851	1250	170	136	133	603	435	281	192	122	550	427	565	348	303	340	319	166	358	431	348	0	0	0	0	0	0	0
ACZ81_RS13830		O-antigen ligase family protein	WP_061486247.1		248	286	253	77	242	551	249	514	578	65	108	113	252	202	124	99	73	289	285	376	180	212	172	161	150	202	211	199	0	0	0	0	0	0	0
ACZ81_RS13835		hypothetical protein	WP_061486249.1		91	74	19	21	118	276	70	268	376	47	20	28	137	78	87	45	31	119	92	93	119	78	103	66	30	69	79	69	0	0	0	0	0	0	0
ACZ81_RS13840		sulfotransferase	WP_061486250.1		327	265	45	162	394	859	271	615	1165	73	114	109	814	451	371	203	181	549	481	547	454	383	232	275	131	348	419	296	0	0	0	0	0	0	0
ACZ81_RS13845		hypothetical protein	WP_061486253.1		761	837	313	273	1080	2177	822	2084	3954	274	314	259	2182	1417	834	558	385	1356	1143	1582	977	804	733	694	517	856	904	802	0	0	0	0	0	0	0
ACZ81_RS13850		right-handed parallel beta-helix repeat-containing protein	WP_061486255.1		283	274	173	53	220	563	251	481	679	81	117	82	446	260	202	133	113	228	236	319	165	182	151	123	86	211	251	229	0	0	0	0	0	0	0
ACZ81_RS13855		oligosaccharide flippase family protein	WP_061486257.1		71	165	53	41	91	277	113	219	357	48	40	44	153	124	78	52	35	113	96	121	81	96	49	91	83	127	102	98	0	0	0	0	0	0	0
ACZ81_RS13860		glycosyltransferase family 4 protein	WP_061486259.1		548	498	324	128	402	937	445	758	1039	194	194	109	518	507	299	257	186	511	548	807	410	392	376	436	303	397	319	355	0	0	0	0	0	0	0
ACZ81_RS13865		exosortase	WP_061486261.1		173	151	64	71	118	389	116	304	473	51	58	53	230	164	146	97	47	208	216	317	259	188	183	261	165	350	266	244	0	0	0	0	0	0	0
ACZ81_RS13870		DUF3473 domain-containing protein	WP_061486263.1		566	343	48	175	301	844	426	711	957	93	109	138	740	497	413	278	177	562	541	996	472	461	403	481	460	522	575	604	0	0	0	0	0	0	0
ACZ81_RS13875		TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	WP_061486265.1		1437	1366	396	455	1521	3090	1526	3401	4234	570	519	406	2349	1928	1162	928	603	2075	1829	3043	1472	1192	1278	1223	1238	1575	1638	1256	4	0	0	0	0	0	0
ACZ81_RS13880		polysaccharide export protein	WP_061486270.1		3518	3470	728	802	2627	5923	2410	5936	9771	1238	1028	969	5239	4405	2747	1553	1184	4422	3319	3112	2965	2682	2732	2789	1012	2964	3627	3245	12	0	0	0	0	0	0
ACZ81_RS13885		Wzz/FepE/Etk N-terminal domain-containing protein	WP_061486272.1		928	932	168	210	696	1991	707	1918	2889	342	232	287	1386	1097	702	390	379	1461	1346	1508	1233	1106	973	1134	436	1161	1197	1186	0	0	0	0	0	0	0
ACZ81_RS13890		XrtA-associated tyrosine autokinase	WP_061486274.1		372	438	89	174	352	730	291	807	1148	152	66	136	618	503	330	179	192	562	513	887	602	519	487	597	251	388	480	391	0	0	0	0	0	0	0
ACZ81_RS13895		TIGR03016 family PEP-CTERM system-associated outer membrane protein	WP_232375945.1		473	532	101	132	410	1107	465	989	1613	145	136	233	703	711	472	325	193	763	832	831	781	671	455	722	413	655	745	605	0	0	0	0	0	0	0
ACZ81_RS13900		XrtA-associated ATPase	WP_014977100.1		1161	1175	429	472	1505	2744	1150	2925	4138	448	444	525	1929	1214	897	571	447	1762	1617	1470	1188	971	1133	977	625	1228	1340	979	183	0	0	0	0	0	0
ACZ81_RS13905		GIY-YIG nuclease family protein	WP_061486279.1		280	315	165	97	182	475	207	478	854	176	102	75	229	166	103	141	71	221	269	405	215	187	178	168	219	147	182	147	0	0	0	0	0	0	0
ACZ81_RS13910		DUF350 domain-containing protein	WP_061486281.1		555	679	397	268	636	1121	755	1551	2557	277	243	180	1923	954	698	421	303	906	968	1051	664	651	557	487	405	493	576	504	173	0	0	0	0	0	0
ACZ81_RS13915	glnE	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	WP_061486283.1		516	433	122	86	348	981	390	973	1669	200	166	140	1338	802	432	301	210	788	595	420	530	450	342	417	226	427	402	418	12	0	0	0	0	0	0
ACZ81_RS13920		toxin co-regulated pilus biosynthesis Q family protein	WP_061486285.1		9619	8655	3449	720	2351	5945	3996	6918	5864	2973	1834	729	3232	3468	2283	1304	1133	1535	1204	2404	1195	972	700	751	1197	1077	1426	896	4	0	0	0	0	0	0
ACZ81_RS13925	lpxL	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase	WP_014950254.1		776	764	385	352	1041	1874	1113	2795	3721	445	247	457	2753	1335	920	559	344	1390	1442	1326	1171	981	958	763	867	760	994	637	34	0	0	0	0	0	0
ACZ81_RS13930		DUF3081 domain-containing protein	WP_014950255.1		2164	1722	2165	195	430	1511	1896	2237	1751	1233	973	535	1223	1717	1003	1357	932	1321	1181	2753	802	679	444	521	1082	678	533	489	99	0	0	0	0	0	0
ACZ81_RS13935		outer membrane beta-barrel protein	WP_014979895.1		364	311	106	90	246	579	263	672	762	134	66	72	739	472	262	245	152	481	398	622	262	232	345	197	203	253	301	189	0	0	0	0	0	0	0
ACZ81_RS13940		acyl-CoA dehydrogenase	WP_014950257.1		50305	70006	29953	13266	57916	95869	23476	80519	75209	18045	7057	31196	170650	44012	27460	8805	6977	30098	18240	6627	14344	11441	13910	4621	6199	13423	27285	12915	1384	2	0	0	0	0	0
